date,close
2022-07-09,1216.978271
2022-07-10,1168.401611
2022-07-11,1097.236572
2022-07-12,1038.19165
2022-07-13,1113.587158
2022-07-14,1191.526245
2022-07-15,1233.12915
2022-07-16,1352.626465
2022-07-17,1338.635742
2022-07-18,1578.717896
2022-07-19,1542.97522
2022-07-20,1520.200684
2022-07-21,1576.749512
2022-07-22,1537.405151
2022-07-23,1549.297485
2022-07-24,1599.476685
2022-07-25,1445.383423
2022-07-26,1441.806763
2022-07-27,1636.232666
2022-07-28,1725.46814
2022-07-29,1727.406982
2022-07-30,1695.969482
2022-07-31,1681.517334
2022-08-01,1635.195801
2022-08-02,1632.945435
2022-08-03,1618.874512
2022-08-04,1608.205811
2022-08-05,1732.254639
2022-08-06,1691.658081
2022-08-07,1699.35083
2022-08-08,1775.516113
2022-08-09,1703.025024
2022-08-10,1851.742676
2022-08-11,1881.224121
2022-08-12,1957.24646
2022-08-13,1981.336548
2022-08-14,1936.802002
2022-08-15,1904.228149
2022-08-16,1878.139404
2022-08-17,1832.999634
2022-08-18,1847.007813
2022-08-19,1612.987305
2022-08-20,1577.003784
2022-08-21,1619.31897
2022-08-22,1622.505859
2022-08-23,1662.769897
2022-08-24,1657.059204
2022-08-25,1696.457031
2022-08-26,1507.782837
2022-08-27,1491.39502
2022-08-28,1430.547363
2022-08-29,1553.037354
2022-08-30,1523.838867
2022-08-31,1553.684937
2022-09-01,1586.176758
2022-09-02,1577.220459
2022-09-03,1556.872681
2022-09-04,1577.641602
2022-09-05,1617.183228
2022-09-06,1561.748535
2022-09-07,1629.906372
2022-09-08,1635.347656
2022-09-09,1719.085449
2022-09-10,1776.203735
2022-09-11,1761.800049
2022-09-12,1713.765259
2022-09-13,1580.787964
2022-09-14,1634.755005
2022-09-15,1471.693481
2022-09-16,1432.447754
2022-09-17,1469.741699
2022-09-18,1335.329102
2022-09-19,1377.541382
2022-09-20,1324.388184
2022-09-21,1252.607788
2022-09-22,1327.680176
2022-09-23,1328.259521
2022-09-24,1317.993286
2022-09-25,1294.216797
2022-09-26,1335.32019
2022-09-27,1330.127686
2022-09-28,1337.410889
2022-09-29,1335.652344
2022-09-30,1327.978638
2022-10-01,1311.644409
2022-10-02,1276.093506
2022-10-03,1323.439209
2022-10-04,1362.126587
2022-10-05,1352.837158
2022-10-06,1351.709473
2022-10-07,1332.516968
2022-10-08,1315.500488
2022-10-09,1322.604248
2022-10-10,1291.337646
2022-10-11,1279.575684
2022-10-12,1294.906372
2022-10-13,1288.123901
2022-10-14,1297.422119
2022-10-15,1274.871704
2022-10-16,1306.296631
2022-10-17,1331.713623
2022-10-18,1310.447021
2022-10-19,1285.744263
2022-10-20,1283.200928
2022-10-21,1299.946411
2022-10-22,1314.299194
2022-10-23,1363.447021
2022-10-24,1344.998535
2022-10-25,1461.665405
2022-10-26,1566.56665
2022-10-27,1514.374878
2022-10-28,1555.477905
2022-10-29,1619.698486
2022-10-30,1590.783325
2022-10-31,1572.714478
2022-11-01,1579.70459
2022-11-02,1519.711792
2022-11-03,1531.541748
2022-11-04,1645.093384
2022-11-05,1627.968018
2022-11-06,1572.234741
2022-11-07,1568.591309
2022-11-08,1332.835571
2022-11-09,1100.1698
2022-11-10,1299.4646
2022-11-11,1287.221069
2022-11-12,1255.268311
2022-11-13,1221.819214
2022-11-14,1241.604248
2022-11-15,1251.736206
2022-11-16,1215.602539
2022-11-17,1200.808594
2022-11-18,1212.300293
2022-11-19,1218.426758
2022-11-20,1142.466675
2022-11-21,1108.353027
2022-11-22,1135.173462
2022-11-23,1183.199585
2022-11-24,1203.983154
2022-11-25,1198.925903
2022-11-26,1205.897949
2022-11-27,1195.126953
2022-11-28,1170.086182
2022-11-29,1216.901245
2022-11-30,1295.688599
2022-12-01,1276.273926
2022-12-02,1294.303345
2022-12-03,1243.334839
2022-12-04,1280.256592
2022-12-05,1259.676758
2022-12-06,1271.653809
2022-12-07,1232.4375
2022-12-08,1281.116333
2022-12-09,1264.28479
2022-12-10,1266.384155
2022-12-11,1263.86853
2022-12-12,1274.619019
2022-12-13,1320.549194
2022-12-14,1309.328735
2022-12-15,1266.353882
2022-12-16,1168.259399
2022-12-17,1188.149536
2022-12-18,1184.71521
2022-12-19,1167.609863
2022-12-20,1217.703613
2022-12-21,1213.599976
2022-12-22,1218.182129
2022-12-23,1220.159424
2022-12-24,1221.14856
2022-12-25,1218.962036
2022-12-26,1226.974365
2022-12-27,1212.791626
2022-12-28,1189.986084
2022-12-29,1201.595337
2022-12-30,1199.232788
2022-12-31,1196.77124
2023-01-01,1200.964844
2023-01-02,1214.656616
2023-01-03,1214.778809
2023-01-04,1256.526611
2023-01-05,1250.438599
2023-01-06,1269.379028
2023-01-07,1264.270386
2023-01-08,1287.359497
2023-01-09,1321.53894
2023-01-10,1336.58606
2023-01-11,1387.932739
2023-01-12,1417.938477
2023-01-13,1451.614868
2023-01-14,1550.706909
2023-01-15,1552.479492
2023-01-16,1576.833496
2023-01-17,1567.846069
2023-01-18,1515.506958
2023-01-19,1552.556519
2023-01-20,1659.75415
2023-01-21,1627.118164
2023-01-22,1628.38208
2023-01-23,1628.251099
2023-01-24,1556.604248
2023-01-25,1611.71106
2023-01-26,1603.105957
2023-01-27,1598.156494
2023-01-28,1572.435059
2023-01-29,1646.15564
2023-01-30,1567.326538
2023-01-31,1586.5354
2023-02-01,1641.792725
2023-02-02,1643.241577
2023-02-03,1664.745605
2023-02-04,1667.059204
2023-02-05,1631.645874
2023-02-06,1616.24707
2023-02-07,1672.00354
2023-02-08,1650.716797
2023-02-09,1546.438232
2023-02-10,1514.869141
2023-02-11,1539.926758
2023-02-12,1515.033691
2023-02-13,1507.165894
2023-02-14,1556.875122
2023-02-15,1673.745972
2023-02-16,1640.067627
2023-02-17,1694.783325
2023-02-18,1691.819458
2023-02-19,1681.436157
2023-02-20,1702.675171
2023-02-21,1658.036377
2023-02-22,1643.231689
2023-02-23,1651.073853
2023-02-24,1608.373169
2023-02-25,1594.914917
2023-02-26,1640.817139
2023-02-27,1634.326416
2023-02-28,1605.895142
2023-03-01,1663.433716
2023-03-02,1647.319336
2023-03-03,1569.167603
2023-03-04,1563.870728
